First Name,Last Name,ID No.,Phone Number,Unnamed: 4,Unnamed: 5,Unnamed: 6,Longitude,Latitude,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Location Name
Tyluxo,Fahapa,37077684,750928089,2064,4862,0,36.83424,-1.605034,6518,8,1,1360997866,1489102310,"Kisaju sublocation, Kaputiei North ward, Kajiado East, Rift Valley, Kenya"
Cegury,Xoko,38949524,752175815,2015,9381,0,39.562729,-3.990097,1133,5,1,1361035335,1486644145,"Mombasa Road, Mazeras, Rabai/Kisurutini ward, Rabai, Kilifi County, Coast, Kenya"
Wocu,Pedefa,31670893,725790430,2066,10951,0,39.492416,-3.877831,3784,4,1,1361045053,1488765558,"Lukongo, Mariakani ward, Kaloleni, Kilifi County, Kenya"
Xojeko,Fasa,27760135,796814885,2066,8821,0,39.486538,-3.875892,2789,7,1,1361045684,1493663866,"Mariakani ward, Kaloleni, Kilifi County, Kenya"
Dojuka,Fexu,37989333,711387728,2066,12674,0,39.475021,-3.861923,1000,3,1,1361051801,1469184451,"C107, Mariakani ward, Kaloleni, Kilifi County, Kenya"
Tali,Wucyjo,31739221,758806865,2066,13676,0,39.464951,-3.85643,1000,3,1,1361055632,1469184451,"Mombasa Road, Mariakani ward, Kaloleni, Kilifi County, Coast, Kenya"
Lufene,Viwosi,23593526,719529906,3000,25302,0,39.414138,-3.815003,3398,2,1,1361063451,1362563582,"Mariakani ward, Kaloleni, Kilifi County, Kenya"
Tyga,Jifali,26688376,727511494,3000,25283,0,39.06669617,-3.744277954,1000,1,1,1361046743,1361046743,"Mombasa Road, Mackinnon Road, Mackinon Road ward, Kinango, Kwale, Kenya"
Luho,Lohuno,20040641,773315212,3000,25201,0,38.39241028,-2.928543091,1000,1,1,1361059886,1361059886,"Mombasa Road, Wundanyi, Taita–Taveta, Eastern, Kenya"
Bahoga,Cypocy,27126373,743160102,11102,3113,0,38.04359436,-2.553634644,1000,2,1,1361086841,1362013440,"Mombasa Road, Kibwezi East, Makueni, Eastern, Kenya"
Nodizi,Xanuqu,34641097,765581177,107,18176,0,37.373085,-2.014961,1241,4,1,1361098674,1364104727,"Kasikiu, Kilome, Makueni, Eastern, Kenya"
Civovu,Berosy,37537067,759838533,26,5911,0,36.86256409,-1.317672729,1000,2,1,1361170929,1362039843,"Enterprise Road, Imara Daima, Imara Daima ward, Nairobi South ward, Nairobi, Starehe, Nairobi County, Nairobi, 00507, Kenya"
Mikihu,Caxu,36496708,700718887,4065,4532,0,36.8914032,-1.335525513,1000,2,1,1361178478,1363407091,"Cabanas Foot Bridge, Mombasa Road Industrial Area, South C ward, Lang'ata, Nairobi, Nairobi County, Nairobi, 00501, Kenya"
Xiza,Baqajy,27963170,718535947,26,121,0,36.8598175,-1.317672729,1000,1,1,1361160014,1361160014,"East African Sea Foods, Enterprise Road, Imara Daima, Imara Daima ward, Nairobi South ward, Nairobi, Starehe, Nairobi County, Nairobi, 00507, Kenya"
Wakifa,Kosuny,33960400,778495978,26,7700,0,36.8611908,-1.319046021,1000,1,1,1361168031,1361168031,"Paper Converters Company, Enterprise Road, Imara Daima, Imara Daima ward, Nairobi South ward, Nairobi, Starehe, Nairobi County, Nairobi, 00507, Kenya"
Cemaxa,Jonu,24142668,757346506,4000,14851,0,36.960567,-1.423479,1814,22,1,1361214667,1487379132,"Matathani ward, Mavoko, Machakos County, Eastern, Kenya"
Veri,Tyziti,34983051,756620457,2019,11644,0,38.165817,-2.68776,3192,3,1,1361245760,1459408231,"Mtito Andei, Kibwezi East, Makueni, Eastern, Kenya"
Qykyla,Hycele,21888261,715063027,2026,9090,0,39.624252,-4.018936,1000,2,1,1361448080,1449091462,"Refinery Road, Changamwe ward, Mombasa, Changamwe, Mikindani ward, Changamwe, Mombasa County, Coast, 80102, Kenya"
Hidydi,Guta,36394136,759063440,2026,11060,0,39.630432,-4.020309,1000,4,1,1361448568,1476757880,"Refinery Road, Changamwe ward, Mombasa, Changamwe, Mikindani ward, Changamwe, Mombasa County, Coast, 80102, Kenya"
Jyru,Wuzo,35345319,758897316,2015,11241,0,39.518572,-3.958334,123410,12,1,1361462007,1474253304,"Kasemeni ward, Kinango, Kwale, Kenya"
Sokodi,Hevuho,37715992,738764192,2015,9641,0,39.583878,-4.010971,1000,5,1,1361462103,1469586446,"Magongo Road, Miritini, Kwa Jomvu, Miritini ward, Jomvu, Mombasa County, Coast, 80115, Kenya"
Butajy,Batota,33078711,744767814,3000,25162,0,38.08616638,-2.645645142,1000,1,1,1361481646,1361481646,"Mombasa Road, Mtito Andei, Kibwezi East, Makueni, Eastern, Kenya"
Zigo,Zoki,30895521,794249156,20,5206,0,36.85020447,-1.309432983,1000,2,1,1361510353,1361510353,"Kitui Road, Mukuru Kayaba Village, Landimawe ward, Nairobi, Starehe, Nairobi County, Nairobi, 00507, Kenya"
Vozawi,Howy,36010462,754246235,2009,9010,0,39.656982,-4.055786,1000,6,1,1361793154,1474253304,"Lumumba Road, Majengo ward, Mombasa, Shimanzi, Mombasa, Mvita, Mombasa County, Coast, 80107, Kenya"
Jivele,Petowy,27695150,793161456,2012,13611,0,39.636137,-4.032986,1415,26,1,1361841933,1489480404,"Mombasa Road, Kipevu ward, Mombasa, Changamwe, Mombasa County, Coast, 80102, Kenya"
Ce,Xezy,23228290,708398143,107,18182,0,37.350082,-1.992417,4608,3,1,1361902176,1364525834,"Mombasa Road, Ngokomi, Kilome, Makueni, Eastern, Kenya"
Lomova,Sowu,32368423,797268365,2066,8435,0,39.497452,-3.889847,2122,6,1,1361944214,1491269748,"Mwavumbo ward, Kinango, Kwale, Kenya"
Qefuzu,Keqeda,25850941,715091233,2012,13610,0,39.6269989,-4.027175903,1000,4,1,1361974046,1470733259,"Airport Road, Chaani ward, Mombasa, Changamwe, Mombasa County, Coast, 80102, Kenya"
Rari,Mojo,34371455,754522940,74,23072,0,39.6269989,-4.038162231,1000,1,1,1361963001,1361963001,"Kipevu Road, Kipevu ward, Mombasa, Changamwe, Mombasa County, Coast, 80100, Kenya"
Qyda,Josowy,39088285,797224341,2019,11840,0,38.005829,-2.494583,1000,2,1,1362034001,1451973335,"Mombasa Road, Thange, Kibwezi East, Makueni, Eastern, Kenya"
Xacihi,Kuty,24750411,744795458,26,7710,0,36.872177,-1.326599,1000,2,1,1362040503,1408433919,"General Motors East Africa Limited, Enterprise Road, Imara Daima, Imara Daima ward, Embakasi, Nairobi, Nairobi County, Nairobi, 00501, Kenya"
Qekilu,Saqy,39042156,768935775,26,120,0,36.859474,-1.311836,1000,4,1,1362061439,1363333290,"Migwani Road, Viwandani, Viwandani ward, Makadara subcounty, Nairobi, Nairobi County, Nairobi, 00507, Kenya"
Takyfo,Kapike,25621159,796031393,20,9370,0,36.84745789,-1.302566528,1000,1,1,1362111421,1362111421,"Funzi Road, Landimawe ward, Nairobi, Starehe, Nairobi County, Nairobi, 00500, Kenya"
Hiri,Secija,39413683,715915336,26,7715,0,36.870117,-1.323166,1000,2,1,1362153120,1363073629,"Enterprise Road, Imara Daima, Imara Daima ward, Embakasi, Nairobi, Starehe, Nairobi County, Nairobi, 00507, Kenya"
Piquny,Syso,26995171,722452939,2061,18782,0,37.278671,-1.907845,2848,4,1,1362161917,1364799335,"Mombasa Road, Salama, Kilome, Makueni, Eastern, Kenya"
Bepemu,Bycygu,31446817,705767600,4501,34135182,0,36.717128,-1.40831,1000,31,1,1362510967,1362510967,"Olkeri ward, Kajiado North, Kajiado County, Rift Valley, 00511, Kenya"
Wicito,Wofujo,22018080,781860748,4501,34135186,0,36.71699524,-1.408309937,1000,7,1,1362510973,1362510973,"Olkeri ward, Kajiado North, Kajiado County, Rift Valley, 00511, Kenya"
Bota,Ceguxa,20858067,799209993,2009,8880,0,39.656696,-4.038849,1000,16,1,1362571236,1488765558,"Makupa, Mombasa, Tudor, Tudor ward, Mvita, Mombasa County, Coast, 80112, Kenya"
Harico,Pocevy,27073888,791910908,2009,11221,0,39.653334,-4.056742,1000,17,1,1362580170,1486231650,"Zanzibar Road, Ganjoni/Shimanzi ward, Mombasa, Shimanzi, Mombasa, Mvita, Mombasa County, Coast, 80104, Kenya"
Ra,Jopa,31386648,719123003,2009,8916,0,39.633179,-4.036102,1000,2,1,1362580187,1488528669,"Kipevu ward, Mombasa, Changamwe, Mombasa County, Coast, 80102, Kenya"
My,Quzefo,33153539,787595777,2026,11234,0,39.632492,-4.018936,1000,3,1,1362580237,1484204971,"Changamwe ward, Mombasa, Changamwe, Mikindani ward, Changamwe, Mombasa County, Coast, 80102, Kenya"
Pimy,Kifype,20521402,758601801,20,3424,0,36.852951,-1.31012,1071,2,1,1362650991,1377841259,"Government Buildings/Administration, Kampala Road, Mukuru Kayaba Village, Landimawe ward, Nairobi, Starehe, Nairobi County, Nairobi, 00507, Kenya"
Lizu,Lopasa,21061344,732170395,2066,13675,0,39.495849,-3.881264,5203,4,1,1362665476,1488765558,"Lukongo, Mariakani ward, Kaloleni, Kilifi County, Kenya"
Xikare,Zole,22990613,715438585,43,4491,0,36.86256409,-1.303939819,1000,1,1,1362705300,1362705300,"Nanyuki Road, Viwandani, Viwandani ward, Makadara subcounty, Nairobi, Nairobi County, Nairobi, 00507, Kenya"
Qihu,Nugyra,36527150,755706009,4065,3745,0,36.901016,-1.35109,3095,3,1,1362726179,1364333839,"Astra Business Park Warehouses, Mombasa - Nairobi Road, South C ward, Lang'ata, Nairobi, Mavoko, Nairobi County, Nairobi, 00519, Kenya"
Typulu,Hukybe,33332867,763030866,4000,12591,0,36.937778,-1.389718,5382,13,1,1362726601,1486599248,"Mlolongo Weighbridge-MSA, Mombasa Road, Mlolongo, Syokimau-Mulolongo ward, Mavoko, Machakos County, Eastern, 00519, Kenya"
Giga,Totady,32022092,793027331,27,3680,0,36.87355042,-1.30531311,1000,1,1,1362746819,1362746819,"Nanyuki Road, Viwandani, Viwandani ward, Makadara subcounty, Nairobi, Nairobi County, Nairobi, 00507, Kenya"
Xadowu,Peju,32503326,716439480,11102,3633,0,37.21412659,-1.781845093,1000,1,1,1362891529,1362891529,"Mombasa Road, Salama, Kilome, Makueni, Eastern, Kenya"
Vorowa,Ranoki,29244339,772061373,107,18174,0,37.37617493,-2.018051147,1000,1,1,1362894016,1362894016,"Kilome, Makueni, Eastern, Kenya"
Caxego,Nohiqy,39980529,776989025,2012,9076,0,39.616356,-4.035759,1000,4,1,1363008309,1489480404,"MCT HQ, Mombasa, Airport ward, Changamwe, Mombasa County, Coast, 80115, Kenya"
Xaxodu,Sasabo,23844168,739016577,2012,9220,0,39.613266,-4.032211,1000,3,1,1363010516,1491713255,"Airport Road, Mombasa, Airport ward, Changamwe, Mombasa County, Coast, 80115, Kenya"
Hogiki,Fovali,31519605,775544609,2012,9072,0,39.614182,-4.037933,1198,6,1,1363013378,1491713255,"Port Reitz Road, Mombasa, Airport ward, Changamwe, Mombasa County, Coast, 80115, Kenya"
Moqaha,Milu,22830367,791230657,2012,9332,0,39.619446,-4.023056,1000,2,1,1363014214,1364260668,"Chaani ward, Mombasa, Port Reitz, Changamwe, Mombasa County, Coast, 80102, Kenya"
Nuvawo,Qonu,23409026,727213503,2012,9334,0,39.62013245,-4.021682739,1000,3,1,1363014826,1477446554,"Magongo Road, Changamwe ward, Mombasa, Port Reitz, Changamwe, Mombasa County, Coast, 80102, Kenya"
Jamyxa,Bafytu,35974401,732841870,2011,9002,0,39.659443,-4.05859,1000,8,1,1363038922,1470733259,"Gedion Rimba Road, Ganjoni/Shimanzi ward, Mombasa, Shimanzi, Mombasa, Mvita, Mombasa County, Coast, 80107, Kenya"
Zavyve,Weto,27501435,726143071,7000,15072,0,37.26493835,-1.884841919,1000,1,1,1363057959,1363057959,"Mombasa Road, Salama, Kilome, Makueni, Eastern, Kenya"
Biqy,Xexo,23545067,718984890,2066,8790,0,38.770397,-3.463366,71831,7,1,1363086879,1464735873,"Voi, 80300, Kenya"
Zyfobu,Rutyso,39604830,723672686,4000,14021,0,36.917496,-1.370163,1536,9,1,1363092487,1478054768,"Nairobi Expressway, Syokimau, Syokimau-Mulolongo ward, Mavoko, Machakos County, Eastern, 00519, Kenya"
Cylytu,Zadevu,27330962,742999880,26,7402,0,36.862907,-1.331234,1000,8,1,1363093914,1408433844,"Mombasa Road, South C ward, Lang'ata, Nairobi, Nairobi County, Nairobi, 00603, Kenya"
Turyce,Hakeha,29336175,788643932,26,124,0,36.86174,-1.313278,1000,5,1,1363094934,1363493083,"Daima Industry, Nvanera Road, Viwandani, Viwandani ward, Makadara subcounty, Nairobi, Nairobi County, Nairobi, 00507, Kenya"
Dibiga,Fybaky,35542830,792701743,26,5916,0,36.862335,-1.314926,1000,6,1,1363166507,1363408492,"Gachanja Stores/Wholesallers, Gatoto Road, Imara Daima, Imara Daima ward, Embakasi, Nairobi, Nairobi County, Nairobi, 00507, Kenya"
Jybowo,Wekabu,32898305,713270083,26,5912,0,36.86256409,-1.314926147,1000,1,1,1363336928,1363336928,"Garage, bridge (blackspot), Kingstone, Viwandani ward, Makadara subcounty, Nairobi, Nairobi County, Nairobi, 00507, Kenya"
Tazoha,Sogumi,34156992,719341545,107,64831,0,37.293777,-1.910248,4272,2,1,1363399729,1434567786,"Kilome, Makueni, Eastern, Kenya"
Liboda,Jysybi,31417990,765420280,2061,64944,0,37.26493835,-1.865615845,1000,1,1,1363379630,1363379630,"Mombasa Road, Salama, Kilome, Makueni, Eastern, Kenya"
Ropada,Figaho,33785537,775897657,107,64072,0,37.258072,-1.845016,1000,2,1,1363429820,1434567792,"Salama, Kilome, Makueni, Eastern, Kenya"
Xobu,Vunewu,23072599,778962152,2009,8884,0,39.657898,-4.038849,1000,8,1,1363504028,1488765558,"Makupa, Mombasa, Tudor, Tudor ward, Mvita, Mombasa County, Coast, 80112, Kenya"
Kela,Cimy,28990325,728996647,2009,8872,0,39.656387,-4.060684,1000,5,1,1363504032,1476343014,"Auto Cats International Ltd, Moi Avenue, Ganjoni/Shimanzi ward, Mombasa, Liwatoni, Mombasa, Mvita, Mombasa County, Coast, 80107, Kenya"
Quky,Jubose,26047121,789101596,2014,11274,0,39.65034485,-4.060134888,1000,1,1,1363483375,1363483375,"Moi Avenue, Ganjoni/Shimanzi ward, Mombasa, Shimanzi, Mombasa, Mvita, Mombasa County, Coast, 80104, Kenya"
Lasu,Jewija,36350944,710907606,2009,11226,0,39.64997,-4.057513,1000,11,1,1363509170,1486231650,"Port Kilindini Road, Ganjoni/Shimanzi ward, Mombasa, Shimanzi, Mombasa, Mvita, Mombasa County, Coast, 80104, Kenya"
Davaza,Wyhe,22748993,778015784,4065,116,0,36.870346,-1.330032,1000,6,1,1363516708,1408433919,"Nairobi Expressway, Imara Daima ward, Nairobi South ward, Nairobi, Starehe, Nairobi County, Nairobi, 00501, Kenya"
Pinico,Pybaqy,24573191,705403437,7000,15071,0,37.22511292,-1.810684204,1000,1,1,1363507429,1363507429,"Mombasa Road, Salama, Kilome, Makueni, Eastern, Kenya"
Naba,Jaweka,39592455,771907204,7000,15153,0,38.01338196,-2.501449585,1000,1,1,1363517202,1363517202,"Mombasa Road, Thange, Kibwezi East, Makueni, Eastern, Kenya"
Se,Zeqaku,36280313,775466299,2066,8652,0,39.013824,-3.712692,2184,2,1,1363555850,1454853411,"Mombasa Road, Mackinnon Road, Mackinon Road ward, Kinango, Kwale, Kenya"
Cygi,Vemeto,26400363,756463218,2026,11076,0,39.622879,-4.007492,1000,3,1,1363806704,1456991457,"Kwa Shee, Mombasa, Mikindani, Mikindani ward, Jomvu, Mombasa County, Coast, 80102, Kenya"
Zekaqy,Ne,34624644,740073982,2026,13632,0,39.626312,-4.00795,1000,2,1,1363814810,1456991457,"Kwa Shee, Mombasa, Mikindani, Mikindani ward, Jomvu, Mombasa County, Coast, 80102, Kenya"
Syjory,Biveqi,38388690,746326256,7000,15132,0,37.96669006,-2.435531616,1000,1,1,1363825637,1363825637,"Mombasa Road, Thange, Kibwezi East, Makueni, Eastern, Kenya"
Zadawi,Zafoba,32994859,795673768,43,101,0,36.87080383,-1.302566528,1000,1,1,1363912620,1363912620,"Tanga Road, Viwandani, Viwandani ward, Makadara subcounty, Nairobi, Nairobi County, Nairobi, 00507, Kenya"
Xepypa,Sebi,36653240,758083177,43,1961,0,36.87080383,-1.302566528,1000,1,1,1364017337,1364017337,"Tanga Road, Viwandani, Viwandani ward, Makadara subcounty, Nairobi, Nairobi County, Nairobi, 00507, Kenya"
Nijone,Sefopu,21255858,715656611,4000,14855,0,36.953506,-1.415939,2416,18,1,1364118184,1478054764,"Matathani ward, Mavoko, Machakos County, Eastern, 00519, Kenya"
Jehywi,Sitopa,28039779,708370306,7000,15151,0,37.9763031,-2.453384399,1000,1,1,1364114178,1364114178,"Kibwezi East, Makueni, Eastern, Kenya"
Rexaca,Labygu,31807337,744370047,3000,25161,0,38.04771423,-2.559127808,1000,1,1,1364115294,1364115294,"Mombasa Road, Kibwezi East, Makueni, Eastern, Kenya"
Nubagu,Komaga,22785893,759222411,4000,14852,0,36.942839,-1.403191,1776,11,1,1364184120,1481156803,"Mlolongo, Syokimau-Mulolongo ward, Mavoko, Machakos County, Eastern, 00519, Kenya"
Vahe,Binadu,22306484,701011388,4060,4634,0,36.87904358,-1.272354126,1000,1,1,1364192902,1364192902,"Uhuru sublocation, Kamukunji, Nairobi, Nairobi County, Nairobi, 00611, Kenya"
Qowisa,Byso,21526660,735349431,2028,3212,0,37.00401306,-1.124038696,1000,1,1,1364204778,1364204778,"Thika Road, Kalimoni ward, Juja, Kiambu, Central Kenya, 01001, Kenya"
Kicysa,Fo,37352148,790734020,2033,482,0,37.060959,-1.044479,5237,15,1,1364225603,1486300296,"Thika Road, Thika Township ward, Thika Town, Kiambu, Central Kenya, 01000, Kenya"
Qyza,Kojuna,39357425,755698156,2028,415,0,37.016208,-1.107985,1000,24,1,1364284146,1492540200,"Gatundu-Juja Road, Kalimoni Estate, Juja, Kiambu, Central Kenya, 01001, Kenya"
Viryha,Gydo,24635747,710072177,137,7820,0,36.99577332,-1.185836792,1000,1,1,1364265358,1364265358,"Gatongora ward, Ruiru, Kiambu, Central Kenya, Kenya"
Tolery,Sedeti,38068512,740659437,100,1860,0,36.97654724,-1.270980835,1000,1,1,1364266085,1364266085,"Eastern Bypass, Ruai, Nairobi, Njiru, Nairobi County, Nairobi, 00520, Kenya"
Hipire,Jeqy,23714945,785761477,2015,9356,0,39.562111,-3.990784,1773,4,1,1364902303,1486644145,"Mombasa Road, Mazeras, Rabai/Kisurutini ward, Rabai, Kilifi County, Coast, Kenya"
Jyzexu,Lexugi,20378575,749481379,2015,9385,0,39.559982,-3.985977,1624,5,1,1364902303,1474253311,"Mombasa Road, Mazeras, Rabai/Kisurutini ward, Rabai, Kilifi County, Coast, Kenya"
Mymexo,Xogehy,21716988,769650165,2012,13614,0,39.6269989,-4.027175903,1000,4,1,1364902350,1470733259,"Airport Road, Chaani ward, Mombasa, Changamwe, Mombasa County, Coast, 80102, Kenya"
Bole,Ryja,33777422,772705264,2012,13615,0,39.632198,-4.029628,1000,14,1,1364902397,1489480404,"Kipevu ward, Mombasa, Changamwe, Mombasa County, Coast, 80102, Kenya"
Xyqote,Sowy,32014684,791596458,2012,9101,0,39.61738586,-4.028549194,1000,1,1,1364260506,1364260506,"Chaani ward, Mombasa, Airport ward, Changamwe, Mombasa County, Coast, 80102, Kenya"
Bukute,Hesida,27190656,750484130,2012,13725,0,39.61738586,-4.027175903,1000,2,1,1364902495,1474253304,"Port Reitz ward, Mombasa, Port Reitz, Changamwe, Mombasa County, Coast, 80102, Kenya"
Zoga,Wanipa,33222244,791976964,2012,13721,0,39.613953,-4.029922,1000,2,1,1364902495,1483151496,"Port Reitz ward, Mombasa, Airport ward, Changamwe, Mombasa County, Coast, 80115, Kenya"
Pazo,Fuzyvu,27520355,789286893,2012,9330,0,39.621048,-4.021683,1000,3,1,1364902495,1477446554,"Changamwe ward, Mombasa, Changamwe, Mombasa County, Coast, 80102, Kenya"
Gyqase,Kytexy,27027229,776733664,4065,4536,0,36.870254,-1.323166,2856,5,1,1364902594,1376046361,"Enterprise Road, Imara Daima, Imara Daima ward, Embakasi, Nairobi, Starehe, Nairobi County, Nairobi, 00507, Kenya"
Hizo,Safoju,38104649,785035308,27,3580,0,36.88591003,-1.299819946,1000,1,1,1364787259,1364787259,"Lunga Lunga Rd., Viwandani ward, Makadara subcounty, Nairobi, Nairobi County, Nairobi, 00515, Kenya"
Mefinu,Ximy,32090572,785310606,4064,4755,0,36.886601,-1.300913,1085,5,1,1364787563,1688464977,"Donholm Railway Station, Outer Ring Rd., Viwandani ward, Makadara subcounty, Nairobi, Nairobi County, Nairobi, 00515, Kenya"
Mihyvu,Vikysu,24967044,738941230,4064,671,0,36.89552307,-1.294326782,1000,1,1,1364787606,1364787606,"GREENFIELDS ESTATE, Lower Savannah ward, Embakasi, Nairobi, Nairobi County, Nairobi, 00515, Kenya"
Lonuke,Dufi,24514323,777298622,4064,675,0,36.890923,-1.297594,1000,2,1,1364787674,1695789637,"Donholm, Lower Savannah ward, Embakasi, Nairobi, Nairobi County, Nairobi, 00515, Kenya"
Vusa,Tevevy,36254865,768161460,4064,4751,0,36.89552307,-1.295700073,1000,1,1,1364791669,1364791669,"Savannah Road, GREENFIELDS ESTATE, Lower Savannah ward, Embakasi, Nairobi, Nairobi County, Nairobi, 00515, Kenya"
Putinu,Xugeni,30272877,782883712,4064,4756,0,36.8914032,-1.298446655,1000,1,1,1364791770,1364791770,"Donholm, Lower Savannah ward, Embakasi, Nairobi, Nairobi County, Nairobi, 00515, Kenya"
